Source	Target
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
1000-1258CE	literature-islamic
imamis	literature-islamic
literature-islamic	shia
literature-arabic	literature-islamic
literature-islamic	period-postclassical
1000-1258CE	imamis
1000-1258CE	shia
1000-1258CE	literature-arabic
1000-1258CE	period-postclassical
imamis	shia
imamis	literature-arabic
imamis	period-postclassical
literature-arabic	shia
period-postclassical	shia
literature-arabic	period-postclassical
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
1000-1258CE	travelogues
1000-1258CE	period-postclassical
literature-arabic	travelogues
literature-arabic	period-postclassical
period-postclassical	travelogues
geographies	literature-islamic
1000-1258CE	geographies
geographies	literature-arabic
geographies	travelogues
geographies	period-postclassical
1000-1258CE	literature-islamic
literature-arabic	literature-islamic
literature-islamic	travelogues
literature-islamic	period-postclassical
1000-1258CE	literature-arabic
